#SampleID	DIET_TYPE
000001912.1076194	Omnivore
000002276.1076156	Omnivore
000010732.1210653	Omnivore
000004780.1076163	Omnivore
000001427.1075893	Omnivore
000001180.1075752	Omnivore
000013830.1259591	Omnivore
000003594.1210959	Omnivore
000001687.1257323	Omnivore
000001611.1076072	Omnivore
000004625.1131944	Omnivore
000014433.1257170	Omnivore
000010931.1257485	Omnivore
000012285.1210827	Omnivore
000001269.1075870	Omnivore
000009091.1259340	Omnivore
000012393.1257261	Omnivore
000010567.1210873	Vegan
000013995.1259408	Omnivore
000014593.1259719	Omnivore
000003983.1130209	Omnivore
000001589.1076022	Omnivore
000002965.1131607	Omnivore
000008989.1131869	Omnivore
000001590.1076320	Omnivore
000001140.1075998	Vegan
000009558.1130486	Omnivore
000002563.1075860	Omnivore
000006777.1131576	Omnivore
000002112.1131864	Omnivore
000002147.1075772	Omnivore
000012974.1257464	Omnivore
000001595.1076003	Omnivore
000014019.1259533	Omnivore
000005038.1131951	Omnivore
000003177.1130440	Omnivore
000012114.1257264	Omnivore
000001422.1076098	Omnivore
000004820.1212987	Omnivore
000009085.1131755	Omnivore
000014305.1257249	Omnivore
000001545.1076110	Omnivore
000012052.1257465	Omnivore
000001878.1076032	Omnivore
000001270.1130465	Omnivore
000013743.1259368	Omnivore
000006839.1130241	Omnivore
000004783.1076472	Omnivore
000001492.1076464	Omnivore
000005716.1131599	Omnivore
000007177.1130564	Omnivore
000005009.1257234	Omnivore
000009382.1210794	Omnivore
000009767.1131637	Omnivore
000002197.1257513	Omnivore
000012399.1210841	Vegan
000006004.1213093	Omnivore
000012871.1257180	Omnivore
000005686.1053891	Omnivore
000003026.1076300	Vegan
000001031.1075810	Omnivore
000005918.1131765	Vegan
000002568.1131694	Omnivore
000001779.1076243	Omnivore
000013278.1259656	Omnivore
000011941.1257177	Omnivore
000006894.1053730	Omnivore
000001315.1130498	Omnivore
000003200.1076097	Omnivore
000006837.1130322	Omnivore
000005750.1131739	Omnivore
000008998.1130367	Omnivore
000012185.1210897	Omnivore
000002822.1213019	Omnivore
000002346.1076208	Omnivore
000004711.1076148	Omnivore
000003438.1076250	Omnivore
000008974.1212967	Omnivore
000007127.1075706	Omnivore
000014592.1259493	Omnivore
000001291.1075802	Omnivore
000002229.1076126	Omnivore
000013044.1257432	Omnivore
000003972.1075791	Omnivore
000014495.1259766	Omnivore
000002734.1076312	Omnivore
000013251.1259144	Omnivore
000004790.1131967	Omnivore
000002939.1075939	Omnivore
000014641.1259325	Omnivore
000009627.1130332	Omnivore
000001288.1075748	Omnivore
000002506.1076079	Omnivore
000010179.1212981	Omnivore
000009444.1130484	Omnivore
000009034.1130488	Omnivore
000011341.1259264	Omnivore
000002044.1076220	Omnivore
000004837.1131719	Omnivore
000011390.1257350	Omnivore
000013005.1259364	Omnivore
000014979.1259140	Omnivore
000011170.1259601	Omnivore
000009178.1210561	Omnivore
000007176.1130219	Omnivore
000005764.1210742	Omnivore
000001436.1075795	Omnivore
000014516.1259611	Omnivore
000003757.1076203	Omnivore
000001353.1075797	Omnivore
000005063.1131626	Omnivore
000004142.1130104	Omnivore
000011049.1210538	Omnivore
000010129.1259531	Omnivore
000005936.1131959	Omnivore
000013078.1259403	Omnivore
000012336.1257514	Omnivore
000003955.1130226	Omnivore
000002467.1131786	Omnivore
000003150.1076411	Omnivore
000013241.1259204	Omnivore
000014241.1259736	Omnivore
000009227.1130187	Omnivore
000010881.1257522	Omnivore
000006711.1131587	Omnivore
000014307.1259398	Omnivore
000006863.1131589	Omnivore
000009733.1130554	Omnivore
000001481.1257208	Omnivore
000005068.1076383	Omnivore
000002751.1076200	Omnivore
000009372.1131749	Omnivore
000001110.1076116	Omnivore
000005915.1053722	Omnivore
000012209.1259762	Omnivore
000003368.1076449	Omnivore
000010252.1210789	Omnivore
000006794.1053711	Omnivore
000003226.1130269	Omnivore
000001699.1130468	Omnivore
000006643.1213112	Omnivore
000001391.1130053	Omnivore
000001047.1076131	Omnivore
000013686.1259258	Omnivore
000014272.1259598	Omnivore
000012394.1257420	Omnivore
000009222.1130456	Omnivore
000010777.1213117	Omnivore
000003439.1075896	Omnivore
000013074.1257336	Omnivore
000004694.1076305	Omnivore
000013981.1259314	Omnivore
000010297.1213071	Omnivore
000013371.1257111	Omnivore
000002578.1076195	Omnivore
000010714.1210522	Omnivore
000010227.1213108	Omnivore
000004642.1076446	Omnivore
000002273.1076044	Omnivore
000014498.1259646	Omnivore
000015873.1259194	Omnivore
000014579.1259637	Omnivore
000004855.1053784	Omnivore
000001837.1130157	Omnivore
000010854.1210831	Omnivore
000009571.1130547	Omnivore
000001640.1130173	Vegan
000006808.1053880	Omnivore
000006801.1131649	Omnivore
000005799.1076278	Omnivore
000013821.1259246	Omnivore
000002437.1076448	Omnivore
000002005.1130400	Omnivore
000003046.1131658	Omnivore
000004189.1075828	Omnivore
000008957.1076410	Omnivore
000009210.1130218	Omnivore
000003996.1257223	Vegan
000001576.1075918	Omnivore
000009097.1130094	Omnivore
000013411.1259146	Omnivore
000002945.1257482	Omnivore
000012887.1259342	Omnivore
000001248.1075959	Vegan
000002873.1076129	Omnivore
000004221.1075987	Omnivore
000003316.1053890	Omnivore
000012348.1210690	Omnivore
000006064.1131748	Omnivore
000005013.1130550	Omnivore
000002703.1131740	Omnivore
000012182.1210957	Omnivore
000012004.1257107	Omnivore
000003984.1259336	Omnivore
000009214.1130140	Omnivore
000006673.1053928	Omnivore
000013294.1257369	Omnivore
000005753.1131729	Omnivore
000011275.1259453	Omnivore
000014143.1259474	Omnivore
000002176.1130171	Omnivore
000013285.1257124	Omnivore
000001138.1076057	Omnivore
000005986.1130450	Omnivore
000006940.1130389	Omnivore
000003714.1131590	Omnivore
000005990.1131759	Omnivore
000004144.1076152	Omnivore
000003603.1130002	Omnivore
000006818.1053813	Vegan
000009228.1130183	Omnivore
000001397.1075799	Omnivore
000002310.1075803	Omnivore
000005025.1130362	Omnivore
000010807A.1213077	Omnivore
000012401.1210581	Omnivore
000009182.1130193	Omnivore
000004980.1076442	Omnivore
000012049.1259184	Omnivore
000001384.1076438	Omnivore
000006717.1131775	Omnivore
000014187.1259231	Omnivore
000007643.1130228	Omnivore
000012159.1257146	Omnivore
000012408.1259624	Omnivore
000001459.1076170	Omnivore
000006689.1130313	Omnivore
000014126.1259454	Omnivore
000010831.1210707	Omnivore
000003120.1076018	Omnivore
000011986.1210868	Omnivore
000002996.1076141	Omnivore
000014099.1259396	Omnivore
000002200.1075766	Omnivore
000005712.1130560	Omnivore
000005811.1076419	Omnivore
000009542.1213009	Omnivore
000010138.1213061	Omnivore
000005033.1076435	Omnivore
000002850.1075773	Omnivore
000013076.1210749	Omnivore
000009686.1213141	Omnivore
000013232.1257207	Omnivore
000002371.1076128	Omnivore
000014488.1259765	Omnivore
000001450.1131879	Omnivore
000006973.1130264	Omnivore
000001658.1075889	Omnivore
000009108.1131673	Omnivore
000001731.1076049	Omnivore
000014873.1259589	Omnivore
000002494.1075850	Omnivore
000001649.1075973	Omnivore
000002750.1257139	Omnivore
000008976.1212976	Omnivore
000010979.1259748	Omnivore
000006650.1131956	Omnivore
000008201.1130365	Omnivore
000012092.1257275	Omnivore
000013171.1257417	Omnivore
000011244.1259413	Omnivore
000014078.1257528	Omnivore
000013902.1210869	Omnivore
000004234.1075991	Omnivore
000009678.1213066	Omnivore
000001787.1130232	Omnivore
000001912.1130507	Omnivore
000001487.1075942	Omnivore
000007039.1131853	Omnivore
000005263.1076371	Omnivore
000001646.1213145	Omnivore
000010938.1213104	Omnivore
000004216.1212989	Omnivore
000006789.1053878	Omnivore
000009669.1259198	Omnivore
000001769.1076133	Omnivore
000001533.1131671	Omnivore
000013829.1259573	Omnivore
000009655.1130528	Omnivore
000001312.1075776	Omnivore
000001238.1076317	Omnivore
000005999.1131541	Omnivore
000009150.1130538	Omnivore
000011090.1210563	Omnivore
000013061.1210830	Omnivore
000002849.1075737	Omnivore
000014223.1257197	Omnivore
000004281.1076377	Omnivore
000004695.1076294	Omnivore
000001886.1076042	Omnivore
000001903.1259501	Omnivore
000002628.1076328	Omnivore
000010976.1257272	Omnivore
000010286.1210651	Omnivore
000013576.1257140	Omnivore
000004214.1212943	Omnivore
000004930.1131602	Omnivore
000009475.1212952	Omnivore
000002894.1076053	Omnivore
000013330.1257450	Omnivore
000003079.1130565	Omnivore
000002575.1075824	Omnivore
000001794.1075867	Omnivore
000002645.1130296	Omnivore
000002979.1076405	Omnivore
000003975.1213033	Omnivore
000003793.1076234	Omnivore
000012991.1210637	Omnivore
000004163.1076174	Omnivore
000001552.1076011	Omnivore
000005970.1131855	Omnivore
000014556.1259136	Omnivore
000012203.1257553	Omnivore
000014233.1259609	Omnivore
000014097.1259653	Omnivore
000007666.1131714	Omnivore
000003199.1075946	Omnivore
000013937.1259353	Omnivore
000001232.1053811	Omnivore
000015541.1259640	Omnivore
000004219.1213074	Omnivore
000004686.1076302	Omnivore
000002301.1130475	Omnivore
000009177.1212957	Omnivore
000014379.1259548	Omnivore
000012345.1210895	Omnivore
000001862.1131790	Omnivore
000003704.1210757	Omnivore
000014150.1257451	Omnivore
000012198.1257216	Omnivore
000013900.1259417	Omnivore
000014303.1259442	Omnivore
000003220.1076239	Omnivore
000014893.1259659	Omnivore
000012985.1257125	Omnivore
000012242.1257102	Omnivore
000014240.1257114	Omnivore
000002519.1259469	Omnivore
000002237.1075757	Omnivore
000011223.1210739	Omnivore
000013410.1259565	Omnivore
000005026.1130493	Omnivore
000014208.1259343	Vegan
000013425.1257324	Omnivore
000014917.1259180	Omnivore
000001354.1075844	Omnivore
000006652.1210824	Omnivore
000004830.1076138	Omnivore
000004806.1210783	Omnivore
000014134.1257354	Omnivore
000001120.1130527	Omnivore
000014309.1259418	Omnivore
000013332.1257421	Omnivore
000006752.1131965	Omnivore
000001030.1257529	Omnivore
000009236.1130542	Omnivore
000012918.1257414	Omnivore
000011985.1210712	Omnivore
000002866.1075831	Omnivore
000001786.1075834	Omnivore
000011050.1210763	Omnivore
000003921.1210660	Omnivore
000012304.1257344	Omnivore
000001944.1130041	Omnivore
000013864.1257145	Omnivore
000004670.1076158	Omnivore
000003145.1130311	Omnivore
000003281.1075835	Omnivore
000004915.1076343	Omnivore
000010816.1210936	Omnivore
000014107.1257368	Omnivore
000012014.1257540	Omnivore
000005685.1210575	Omnivore
000014561.1259307	Omnivore
000011012.1210945	Omnivore
000006100.1131925	Omnivore
000012013.1257467	Omnivore
000013464.1259383	Omnivore
000002690.1075892	Omnivore
000002183.1076375	Omnivore
000010773.1210665	Omnivore
000007683.1130555	Omnivore
000009703.1210840	Omnivore
000003981.1131582	Omnivore
000007865.1130178	Omnivore
000014607.1259549	Omnivore
000005966.1131848	Omnivore
000013051.1210609	Omnivore
000002882.1131723	Omnivore
000004243.1259263	Omnivore
000001762.1075722	Omnivore
000006819.1130292	Vegan
000003173.1131939	Omnivore
000014790.1259512	Omnivore
000005720.1210685	Omnivore
000013900.1210782	Omnivore
000002160.1053942	Omnivore
000010189.1210526	Omnivore
000001509.1076139	Omnivore
000002261.1076015	Omnivore
000009238.1210807	Omnivore
000002921.1131614	Omnivore
000001100.1075827	Omnivore
000011394.1210926	Omnivore
000001380.1076102	Omnivore
000003794.1076403	Omnivore
000003900.1076303	Omnivore
000004920.1130551	Omnivore
000014103.1257444	Omnivore
000003852.1259329	Omnivore
000005937.1131547	Omnivore
000009397.1130185	Omnivore
000010690.1210650	Omnivore
000014677.1259496	Omnivore
000002336.1257258	Omnivore
000004218.1213002	Omnivore
000006743.1053729	Omnivore
000009549.1213129	Omnivore
000006044.1130160	Omnivore
000004726.1076189	Omnivore
000002068.1075723	Omnivore
000005653.1076283	Omnivore
000001322.1075907	Omnivore
000002716.1076334	Omnivore
000012298.1257463	Omnivore
000003170.1076187	Omnivore
000003358.1131830	Omnivore
000003506.1076033	Omnivore
000001038.1075956	Omnivore
000007667.1257321	Omnivore
000013120.1257186	Omnivore
000013151.1257416	Omnivore
000005008.1210535	Omnivore
000010693.1210592	Omnivore
000001196.1076040	Omnivore
000008198.1130540	Omnivore
000003154.1076136	Omnivore
000013111.1210621	Omnivore
000001805.1131920	Omnivore
000012408.1210899	Omnivore
000001621.1075715	Omnivore
000002068.1130031	Omnivore
000010757.1210527	Omnivore
000003956.1130098	Omnivore
000013342.1257472	Omnivore
000001939.1076169	Omnivore
000005931.1053940	Omnivore
000012356.1210612	Omnivore
000014551.1259172	Omnivore
000009035.1131647	Omnivore
000010126.1210852	Omnivore
000003189.1053842	Omnivore
000002449.1131877	Omnivore
000013539.1259456	Omnivore
000007006.1259162	Omnivore
000004860.1076235	Omnivore
000014324.1259278	Omnivore
000009197.1210925	Omnivore
000005692.1210866	Omnivore
000012990.1210774	Omnivore
000006110.1130139	Omnivore
000001892.1076265	Omnivore
000001593.1130109	Omnivore
000007033.1212963	Omnivore
000010264.1259477	Vegan
000014085.1257241	Omnivore
000002545.1075975	Omnivore
000006113.1053799	Omnivore
000010099.1210572	Omnivore
000010817.1210815	Omnivore
000001056.1075927	Omnivore
000001332.1076408	Omnivore
000013809.1259557	Omnivore
000006695.1210758	Omnivore
000001187.1259525	Omnivore
000010183.1210884	Omnivore
000003079.1053831	Omnivore
000013986.1259479	Omnivore
000001650.1075911	Omnivore
000004190.1075945	Omnivore
000009052.1130000	Omnivore
000013953.1259375	Omnivore
000006681.1257305	Omnivore
000004666.1130385	Omnivore
000009410.1130368	Omnivore
000004693.1130457	Omnivore
000012355.1210921	Omnivore
000011940.1257148	Omnivore
000010866.1213132	Omnivore
000011359.1210729	Omnivore
000004026.1130283	Omnivore
000014122.1257265	Omnivore
000001555.1076056	Omnivore
000013724.1259295	Omnivore
000011297.1257359	Omnivore
000012949.1257268	Omnivore
000006651.1053743	Omnivore
000001879.1076223	Omnivore
000003761.1130305	Omnivore
000014380.1259267	Omnivore
000006037.1131794	Omnivore
000005892.1130278	Omnivore
000001529.1076281	Omnivore
000001902.1131629	Omnivore
000008991.1257219	Omnivore
000006893.1053917	Omnivore
000003214.1075910	Omnivore
000012964.1210719	Omnivore
000014209.1259459	Vegan
000003001.1076398	Omnivore
000009483.1130256	Omnivore
000013177.1257309	Omnivore
000004737.1076217	Omnivore
000009534.1213088	Omnivore
000009499.1210900	Omnivore
000004775.1131668	Omnivore
000003640.1075801	Omnivore
000004011.1075759	Omnivore
000014007.1259339	Omnivore
000002606.1075777	Omnivore
000003493.1213060	Omnivore
000013282.1259513	Omnivore
000013139.1210863	Omnivore
000012007.1257306	Omnivore
000012228.1257427	Omnivore
000001282.1212979	Omnivore
000012275.1259696	Omnivore
000001270.1075957	Omnivore
000001759.1130559	Omnivore
000014106.1259241	Omnivore
000005763.1257232	Omnivore
000003126.1076280	Omnivore
000012993.1257375	Omnivore
000001803.1257213	Omnivore
000002831.1131862	Omnivore
000001732.1131851	Omnivore
000004679.1076461	Omnivore
000005766.1210661	Omnivore
000002665.1131581	Omnivore
000002951.1076106	Omnivore
000003149.1076181	Omnivore
000011363.1210684	Omnivore
000014436.1259566	Omnivore
000011199.1259145	Omnivore
000013259.1259704	Omnivore
000003476.1076215	Omnivore
000006737.1131897	Omnivore
000014573.1259484	Omnivore
000012923.1257478	Omnivore
000011993.1257379	Omnivore
000013711.1259223	Omnivore
000001538.1075817	Omnivore
000005824.1076392	Omnivore
000001541.1075950	Omnivore
000014970.1259317	Omnivore
000012919.1257338	Omnivore
000015004.1259285	Omnivore
000004144.1130461	Omnivore
000006676.1053750	Omnivore
000013238.1257163	Omnivore
000002220.1075863	Omnivore
000001451.1075992	Omnivore
000012959.1210867	Omnivore
000005727.1131536	Omnivore
000009070.1213136	Omnivore
000002014.1131929	Omnivore
000014587.1259415	Omnivore
000002446.1075774	Omnivore
000001701.1131724	Omnivore
000005967.1130099	Omnivore
000002419.1076002	Omnivore
000012335.1257518	Omnivore
000001256.1075816	Omnivore
000004774.1076460	Omnivore
000001073.1076273	Omnivore
000003894.1130487	Omnivore
000005223.1076401	Omnivore
000005784.1076227	Omnivore
000009160.1210658	Omnivore
000005902.1076268	Omnivore
000013581.1257479	Omnivore
000003458.1076087	Omnivore
000014320.1259497	Omnivore
000002689.1076006	Omnivore
000006000.1210732	Omnivore
000002382.1210580	Omnivore
000014524.1259721	Omnivore
000004244.1259709	Omnivore
000012003.1259626	Omnivore
000001572.1076205	Omnivore
000010867.1213028	Omnivore
000013176.1259753	Omnivore
000009620.1210933	Omnivore
000006970.1053745	Omnivore
000003301.1259558	Omnivore
000003155.1130361	Omnivore
000008980.1130339	Omnivore
000012252.1210944	Omnivore
000011145.1210948	Omnivore
000013720.1257269	Omnivore
000007719.1259321	Omnivore
000009642.1257404	Omnivore
000002897.1075721	Omnivore
000010761.1210928	Omnivore
000005850.1076190	Omnivore
000013994.1259341	Omnivore
000006909.1130490	Omnivore
000006645.1131845	Omnivore
000003842.1213101	Omnivore
000003154.1130494	Omnivore
000001833.1053836	Vegan
000010207.1257296	Omnivore
000002481.1076124	Omnivore
000001792.1131672	Omnivore
000002886.1075832	Omnivore
000011363.1259698	Omnivore
000001171.1076095	Omnivore
000001907.1053898	Omnivore
000007645.1131721	Omnivore
000004284.1213139	Omnivore
000003841.1210874	Omnivore
000011276.1210800	Omnivore
000013045.1257460	Omnivore
000013554.1257334	Omnivore
000013843.1259265	Vegan
000014909.1259645	Omnivore
000013430.1257402	Omnivore
000004636.1076424	Omnivore
000013226.1257443	Omnivore
000009202.1130243	Omnivore
000005019.1131737	Omnivore
000003197.1259395	Omnivore
000007669.1210943	Omnivore
000002420.1210726	Omnivore
000004691.1076159	Omnivore
000010905.1259193	Omnivore
000005228.1130467	Omnivore
000001528.1075962	Omnivore
000013384.1257499	Omnivore
000001079.1131588	Omnivore
000009430.1131811	Omnivore
000010981.1210735	Omnivore
000010139.1213031	Omnivore
000013281.1259213	Omnivore
000009038.1259677	Omnivore
000006757.1053947	Omnivore
000006864.1131891	Omnivore
000002171.1130530	Omnivore
000001756.1075979	Omnivore
000001747.1075724	Omnivore
000001347.1076248	Omnivore
000012099.1210760	Omnivore
000005880.1130319	Omnivore
000002567.1130387	Omnivore
000013020.1259289	Omnivore
000013392.1259505	Omnivore
000002503.1076368	Omnivore
000002183.1130360	Omnivore
000004641.1076399	Omnivore
000006910.1130300	Omnivore
000002028.1053812	Omnivore
000012209.1210530	Omnivore
000009009.1131712	Omnivore
000001597.1076041	Omnivore
000006900.1257257	Omnivore
000001374.1076462	Omnivore
000009643.1259272	Omnivore
000002157.1131567	Omnivore
000003880.1075842	Vegan
000008959a.1130545	Omnivore
000014222.1257399	Omnivore
000010748.1259654	Omnivore
000002257.1210935	Omnivore
000009618.1257366	Omnivore
000010186.1257302	Omnivore
000001099.1076045	Omnivore
000007180.1130518	Omnivore
000013299.1259169	Omnivore
000013216.1259379	Omnivore
000010901.1213102	Omnivore
000014929.1259639	Omnivore
000006901.1257501	Omnivore
000005767.1210750	Omnivore
000002370.1053809	Omnivore
000013217.1257468	Omnivore
000004651.1131564	Omnivore
000014064.1259215	Omnivore
000012061.1210599	Omnivore
000003603.1076479	Omnivore
000006767.1210870	Omnivore
000001192.1075714	Omnivore
000014392.1257454	Omnivore
000012055.1210740	Omnivore
000010843.1210560	Omnivore
000006993.1131915	Omnivore
000006111.1131899	Omnivore
000010120.1210802	Omnivore
000010285.1210539	Omnivore
000001042.1076459	Omnivore
000013017.1257192	Omnivore
000004813.1131936	Omnivore
000006035.1130448	Omnivore
000001046.1075758	Omnivore
000014103.1259301	Omnivore
000006826.1213098	Omnivore
000001544.1130299	Omnivore
000006850.1131613	Omnivore
000002050.1076426	Omnivore
000003982.1131780	Omnivore
000009583.1130517	Omnivore
000005791.1131521	Omnivore
000001020.1259597	Omnivore
000007700.1130337	Omnivore
000010720.1210546	Omnivore
000001173.1075932	Omnivore
000003168.1131618	Omnivore
000003382.1259216	Omnivore
000002304.1075713	Omnivore
000010715.1210954	Vegan
000001600.1053953	Omnivore
000006802.1131875	Omnivore
000002042.1076023	Omnivore
000005553.1131810	Omnivore
000014323.1259357	Omnivore
000006009.1053723	Omnivore
000003795.1076262	Omnivore
000006071.1131708	Omnivore
000001327.1213030	Omnivore
000002656.1076186	Omnivore
000006796.1131656	Omnivore
000009386.1130290	Omnivore
000001594.1076395	Omnivore
000002498.1131632	Omnivore
000005914.1257189	Omnivore
000014304.1259347	Omnivore
000014440.1259552	Omnivore
000001676.1076404	Omnivore
000001252.1076247	Omnivore
000011018.1257161	Omnivore
000002971.1076211	Omnivore
000013903.1210718	Omnivore
000012154.1210908	Omnivore
000001917.1259718	Omnivore
000009366.1213037	Omnivore
000004719.1210736	Omnivore
000004821.1213081	Omnivore
000013689.1259635	Omnivore
000013976.1259221	Omnivore
000002863.1075873	Omnivore
000004818.1076391	Vegan
000013020.1257395	Omnivore
000013595.1257193	Omnivore
000012054.1257084	Omnivore
000014095.1259284	Omnivore
000013328.1257337	Omnivore
000013532.1257500	Omnivore
000013529.1259239	Omnivore
000009606.1130266	Omnivore
000009231.1130348	Omnivore
000002818.1076355	Omnivore
000014364.1259499	Omnivore
000002607.1075716	Omnivore
000002443.1075906	Omnivore
000003063.1131596	Omnivore
000002911.1130116	Omnivore
000001842.1076007	Omnivore
000006733.1131770	Omnivore
000001069.1130076	Omnivore
000004272.1076219	Omnivore
000011295.1210697	Omnivore
000005012.1210853	Omnivore
000011171.1259448	Vegan
000014348.1259311	Omnivore
000013231.1257352	Omnivore
000002616.1076036	Omnivore
000011260.1259530	Omnivore
000013783.1259622	Omnivore
000013009.1259546	Omnivore
000002810.1130515	Omnivore
000012090.1259303	Omnivore
000008949.1076209	Omnivore
000002345.1076192	Omnivore
000011103.1210615	Omnivore
000012085.1257127	Omnivore
000003386.1210846	Omnivore
000002465.1076284	Omnivore
000004787.1131664	Omnivore
000010936.1213013	Omnivore
000002867.1259450	Omnivore
000009566.1130281	Omnivore
000003593.1210654	Omnivore
000014468.1259208	Omnivore
000006926.1131764	Omnivore
000013907.1259759	Omnivore
000002782.1075944	Omnivore
000003032.1075989	Omnivore
000001978.1075913	Omnivore
000005957.1130025	Omnivore
000010710.1213087	Omnivore
000004796.1076168	Omnivore
000011302.1210754	Omnivore
000013912.1257083	Omnivore
000003078.1259627	Omnivore
000011262.1257380	Omnivore
000001275.1075779	Omnivore
000003717.1257229	Omnivore
000012102.1257365	Omnivore
000006795.1053877	Omnivore
000009648.1210607	Vegan
000001988.1075753	Omnivore
000001631.1130443	Omnivore
000012226.1210883	Omnivore
000012065.1257508	Omnivore
000013584.1257195	Omnivore
000010121.1213032	Omnivore
000003172.1131644	Omnivore
000006067.1257506	Omnivore
000001225.1076080	Omnivore
000008959b.1130464	Omnivore
000009019.1257095	Omnivore
000013295.1259424	Omnivore
000006741.1131842	Omnivore
000002777.1076105	Omnivore
000002350.1130144	Omnivore
000013417.1257178	Omnivore
000013823.1259374	Omnivore
000002489.1131666	Omnivore
000012155.1210635	Omnivore
000012999.1257231	Omnivore
000012177.1257378	Omnivore
000014391.1259387	Omnivore
000015948.1259297	Omnivore
000001209.1076406	Omnivore
000009644.1130259	Omnivore
000014538.1259388	Omnivore
000007651.1213004	Omnivore
000009400.1259612	Omnivore
000001435.1075749	Vegan
000010807B.1212956	Omnivore
000013920.1259257	Omnivore
000006803.1131961	Omnivore
000001072.1076364	Omnivore
000009365.1130188	Omnivore
000002911.1076393	Omnivore
000001911.1076144	Omnivore
000002287.1076236	Omnivore
000004640.1076225	Omnivore
000001730.1257459	Omnivore
000001346.1257397	Omnivore
000014174.1259545	Omnivore
000014958.1259234	Omnivore
000001062.1131940	Omnivore
000004667.1076264	Omnivore
000004752.1076466	Omnivore
000013003.1257445	Omnivore
000005900.1131953	Omnivore
000002063.1131894	Omnivore
000003279.1076292	Omnivore
000010147.1210958	Omnivore
000005887.1131750	Omnivore
000002830.1257426	Omnivore
000009530.1131866	Omnivore
000002803.1257297	Omnivore
000005848.1210611	Omnivore
000009742.1257225	Omnivore
000006027.1259532	Omnivore
000001187.1257133	Omnivore
000002145.1257167	Omnivore
000003366.1075733	Omnivore
000002450.1131907	Omnivore
000004652.1076357	Omnivore
000009596.1130213	Omnivore
000008204.1130101	Omnivore
000004294.1131799	Omnivore
000008957.1076366	Omnivore
000005954.1076427	Omnivore
000010111.1210737	Omnivore
000009529.1131825	Omnivore
000003137.1131850	Omnivore
000012912.1210876	Omnivore
000012971.1257373	Omnivore
000009447.1212953	Omnivore
000006809.1053726	Omnivore
000003146.1130123	Omnivore
000005928.1053871	Omnivore
000012016.1210892	Omnivore
000009425.1213094	Omnivore
000010930.1259414	Omnivore
000001285.1075917	Omnivore
000006734.1257357	Omnivore
000012923.1259138	Omnivore
000002859.1075875	Omnivore
000007053.1130145	Omnivore
000002893.1075782	Omnivore
000014295.1257151	Omnivore
000009455.1130195	Omnivore
000010228.1210568	Vegan
000001155.1075796	Omnivore
000009443.1212988	Omnivore
000009449.1130177	Omnivore
000009472.1210594	Omnivore
000006767.1131738	Omnivore
000005790.1131563	Omnivore
000010963.1257526	Omnivore
000008954.1076321	Omnivore
000010879.1213118	Omnivore
000013695.1257226	Omnivore
000013027.1257524	Omnivore
000004055.1210927	Omnivore
000002080.1130223	Omnivore
000001574.1075853	Omnivore
000003715.1131946	Omnivore
000010945.1210533	Omnivore
000003047.1076096	Omnivore
000001579.1076370	Omnivore
000007697.1210559	Omnivore
000001243.1053840	Omnivore
000004819.1076407	Omnivore
000014232.1259610	Omnivore
000004076.1131909	Omnivore
000009535.1131619	Omnivore
000013551.1259603	Omnivore
000013286.1259143	Omnivore
000011322.1257196	Omnivore
000002067.1075762	Omnivore
000010231.1213111	Omnivore
000013369.1257150	Omnivore
000014902.1259658	Omnivore
000014290.1259602	Omnivore
000002781.1075822	Omnivore
000014198.1259392	Omnivore
000011086.1257227	Omnivore
000009621.1130016	Omnivore
000004881.1076347	Omnivore
000007139.1131933	Omnivore
000004812.1076384	Vegan
000007179.1259249	Omnivore
000014605.1259700	Omnivore
000003533.1075751	Omnivore
000001835.1075812	Omnivore
000005638.1053718	Omnivore
000004797.1076177	Omnivore
000011365.1259455	Omnivore
000013431.1257155	Omnivore
000009355.1130197	Omnivore
000009721.1212978	Omnivore
000004223.1075735	Omnivore
000001543.1075783	Omnivore
000014542.1259673	Vegan
000006742.1053952	Omnivore
000005755.1130428	Omnivore
000013639.1259386	Omnivore
000001240.1053777	Omnivore
000012197.1257455	Omnivore
000001194.1075909	Omnivore
000002625.1076001	Omnivore
000011935.1210721	Omnivore
000006740.1131856	Omnivore
000001631.1076423	Omnivore
000009552.1130370	Omnivore
000001556.1076063	Omnivore
000001156.1130156	Omnivore
000010873.1210694	Omnivore
000012049.1257308	Omnivore
000001749.1075972	Omnivore
000009640.1130267	Omnivore
000006915.1213116	Omnivore
000011291.1259181	Omnivore
000001962.1075789	Omnivore
000011342.1259464	Omnivore
000002349.1075894	Omnivore
000011269.1210536	Omnivore
000003285.1259305	Omnivore
000001002.1076104	Omnivore
000002301.1076386	Omnivore
000004979.1076191	Omnivore
000003155.1076074	Omnivore
000013370.1257246	Omnivore
000001919.1076369	Omnivore
000005023.1130534	Omnivore
000001208.1131782	Omnivore
000005839.1131898	Omnivore
000003337.1076412	Omnivore
000013214.1257327	Omnivore
000001811.1131510	Omnivore
000003549.1130048	Omnivore
000006026.1131720	Omnivore
000006762.1131703	Omnivore
000010909.1259389	Omnivore
000001582.1130500	Omnivore
000001032.1075935	Omnivore
000014473.1257100	Omnivore
000012275.1210917	Omnivore
000014680.1259612	Omnivore
000013934.1259412	Omnivore
000002898.1075919	Omnivore
000001028.1213128	Omnivore
000002616.1130201	Omnivore
000005080.1076430	Omnivore
000001764.1075760	Omnivore
